2023-03-10T23:25:58.373592+01:00,2263,0.0,2263.0
2023-03-10T23:25:59.366273+01:00,1116,0.0,1116.0
2023-03-10T23:26:00.366536+01:00,4544,0.0,4544.0
2023-03-10T23:26:01.366972+01:00,8302,0.0,8302.0
2023-03-10T23:26:02.367568+01:00,3533,0.0,3533.0
2023-03-10T23:26:03.368059+01:00,8134,0.0,8134.0
2023-03-10T23:26:04.368519+01:00,4392,0.0,4392.0
2023-03-10T23:26:05.368962+01:00,2227,0.0,2227.0
2023-03-10T23:26:06.369504+01:00,970,0.0,970.0
2023-03-10T23:26:07.369882+01:00,3558,0.0,3558.0
2023-03-10T23:26:08.370447+01:00,4352,0.0,4352.0
2023-03-10T23:26:09.371033+01:00,7111,0.0,7111.0
2023-03-10T23:26:10.372278+01:00,5673,0.0,5673.0
2023-03-10T23:26:11.372075+01:00,5459,0.0,5459.0
2023-03-10T23:26:12.372583+01:00,857,0.0,857.0
2023-03-10T23:26:13.373143+01:00,2899,0.0,2899.0
2023-03-10T23:26:14.373549+01:00,3001,0.0,3001.0
2023-03-10T23:26:15.373825+01:00,6176,0.0,6176.0
2023-03-10T23:26:16.374256+01:00,4089,0.0,4089.0
2023-03-10T23:26:17.374670+01:00,388,0.0,388.0
2023-03-10T23:26:18.375246+01:00,8066,0.0,8066.0
2023-03-10T23:26:19.375515+01:00,7102,0.0,7102.0
2023-03-10T23:26:20.376069+01:00,7799,0.0,7799.0
2023-03-10T23:26:21.376502+01:00,179,0.0,179.0
2023-03-10T23:26:22.377014+01:00,1696,0.0,1696.0
2023-03-10T23:26:23.377460+01:00,560,0.0,560.0
2023-03-10T23:26:24.377977+01:00,5356,0.0,5356.0
2023-03-10T23:26:25.378258+01:00,223,0.0,223.0
2023-03-10T23:26:26.378787+01:00,3250,0.0,3250.0
2023-03-10T23:26:27.379253+01:00,7045,0.0,7045.0
2023-03-10T23:26:28.379735+01:00,4309,0.0,4309.0
2023-03-10T23:26:29.380070+01:00,152,0.0,152.0
2023-03-10T23:26:30.380667+01:00,8718,0.0,8718.0
2023-03-10T23:26:31.381232+01:00,528,0.0,528.0
2023-03-10T23:26:32.381751+01:00,1996,0.0,1996.0
2023-03-10T23:26:33.382163+01:00,2196,0.0,2196.0
2023-03-10T23:26:34.382653+01:00,8039,0.0,8039.0
2023-03-10T23:26:35.383207+01:00,4493,0.0,4493.0
2023-03-10T23:26:36.383671+01:00,7211,0.0,7211.0
2023-03-10T23:26:37.384002+01:00,359,0.0,359.0
2023-03-10T23:26:38.384440+01:00,8563,0.0,8563.0
2023-03-10T23:26:39.384864+01:00,8237,0.0,8237.0
2023-03-10T23:26:40.385599+01:00,1857,0.0,1857.0
2023-03-10T23:26:41.386410+01:00,972,0.0,972.0
2023-03-10T23:26:42.386797+01:00,5493,0.0,5493.0
2023-03-10T23:26:43.387501+01:00,1280,0.0,1280.0
2023-03-10T23:26:44.387877+01:00,7761,0.0,7761.0
2023-03-10T23:26:45.388552+01:00,2303,0.0,2303.0
2023-03-10T23:26:46.389011+01:00,4313,0.0,4313.0
2023-03-10T23:26:47.389475+01:00,7365,0.0,7365.0
2023-03-10T23:26:48.389891+01:00,5389,0.0,5389.0
2023-03-10T23:26:49.390219+01:00,7782,0.0,7782.0
2023-03-10T23:26:50.390938+01:00,5096,0.0,5096.0
2023-03-10T23:26:51.391343+01:00,2810,0.0,2810.0
2023-03-10T23:26:52.391646+01:00,20,0.0,20.0
2023-03-10T23:26:53.392038+01:00,2200,0.0,2200.0
2023-03-10T23:26:54.392450+01:00,2098,0.0,2098.0
2023-03-10T23:26:55.393064+01:00,6299,0.0,6299.0
2023-03-10T23:26:56.393577+01:00,8043,0.0,8043.0
2023-03-10T23:26:57.393983+01:00,5149,0.0,5149.0
2023-03-10T23:26:58.394648+01:00,7395,0.0,7395.0
2023-03-10T23:26:59.395103+01:00,3222,0.0,3222.0
2023-03-10T23:27:00.395680+01:00,103,0.0,103.0
2023-03-10T23:27:01.396307+01:00,8892,0.0,8892.0
2023-03-10T23:27:02.396862+01:00,5354,0.0,5354.0
2023-03-10T23:27:03.397323+01:00,4224,0.0,4224.0
2023-03-10T23:27:04.397852+01:00,41,0.0,41.0
2023-03-10T23:27:05.398147+01:00,1453,0.0,1453.0
2023-03-10T23:27:06.398736+01:00,3262,0.0,3262.0
2023-03-10T23:27:07.399206+01:00,8046,0.0,8046.0
2023-03-10T23:27:08.399586+01:00,469,0.0,469.0
